"State","Region","Assessment Unit ID","Cycle","Report 305b","Map 305b","Water Status","Water Name","Water Type","Water Size","Size Unit","Water Type Group","Location","Monitoring Scheduled Date","Miles 305b","Acres 305b","IR Flag","Current Year Flag","AssessedFlag","Trophic Status"
"NY","2","NY0902-0069","2014","<a href=""JavaScript: newWindow = report305b('NY0902-0069'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY0902-0069'); newWindow.focus()"">Map Assessed Water</a>","NOT_ASSESSED","Little Trout River, Upper, and tribs","RIVER","45.4","MILES","STREAM/CREEK/RIVER","stream and tribs, above Burke","-","-","-","Y","Y","N","-"
"NY","2","NY0705-0094","2014","<a href=""JavaScript: newWindow = report305b('NY0705-0094'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY0705-0094'); newWindow.focus()"">Map Assessed Water</a>","NOT_ASSESSED","Minor Tribs to Keuka Lake, Northern","RIVER","27.1","MILES","STREAM/CREEK/RIVER","total length of selected tribs, northern shore","-","-","-","Y","Y","N","-"
"NY","2","NY0801-0206","2014","<a href=""JavaScript: newWindow = report305b('NY0801-0206'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY0801-0206'); newWindow.focus()"">Map Assessed Water</a>","GOOD","Lake Rondaxe, West Lake, Lake Kanacto","FRESHWATER LAKE","276","ACRES","LAKE/RESERVOIR/POND","total area of all three lakes","-","-","-","Y","Y","Y","-"
"NY","2","NY0801-0391","2014","<a href=""JavaScript: newWindow = report305b('NY0801-0391'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY0801-0391'); newWindow.focus()"">Map Assessed Water</a>","NOT_ASSESSED","Tribs to Limekiln Lake","RIVER","8.8","MILES","STREAM/CREEK/RIVER","total length of select tribs to lake","-","-","-","Y","Y","N","-"
"NY","2","NY0902-0078","2014","<a href=""JavaScript: newWindow = report305b('NY0902-0078'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY0902-0078'); newWindow.focus()"">Map Assessed Water</a>","NOT_ASSESSED","Duane Stream and tribs","RIVER","42.1","MILES","STREAM/CREEK/RIVER","entire stream and tribs","-","-","-","Y","Y","N","-"
"NY","2","NY0801-0211","2014","<a href=""JavaScript: newWindow = report305b('NY0801-0211'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY0801-0211'); newWindow.focus()"">Map Assessed Water</a>","IMPAIRED","Twitchell Creek and tribs","RIVER","31.1","MILES","STREAM/CREEK/RIVER","entire stream and tribs","-","-","-","Y","Y","Y","-"
"NY","2","NY0801-0395","2014","<a href=""JavaScript: newWindow = report305b('NY0801-0395'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY0801-0395'); newWindow.focus()"">Map Assessed Water</a>","NOT_ASSESSED","Indian River and tribs","RIVER","81.8","MILES","STREAM/CREEK/RIVER","entire stream and tribs","-","-","-","Y","Y","N","-"
"NY","2","NY0801-0399","2014","<a href=""JavaScript: newWindow = report305b('NY0801-0399'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY0801-0399'); newWindow.focus()"">Map Assessed Water</a>","IMPAIRED","Falls Pond","FRESHWATER LAKE","33.9","ACRES","LAKE/RESERVOIR/POND","entire lake","-","-","-","Y","Y","Y","-"
"NY","2","NY0801-0400","2014","<a href=""JavaScript: newWindow = report305b('NY0801-0400'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY0801-0400'); newWindow.focus()"">Map Assessed Water</a>","NOT_ASSESSED","Lost Pond","FRESHWATER LAKE","12.1","ACRES","LAKE/RESERVOIR/POND","entire lake","-","-","-","Y","Y","N","-"
"NY","2","NY0801-0402","2014","<a href=""JavaScript: newWindow = report305b('NY0801-0402'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY0801-0402'); newWindow.focus()"">Map Assessed Water</a>","NOT_ASSESSED","Black River Canal and minor tribs","RIVER","29.7","MILES","STREAM/CREEK/RIVER","entire canal and select tribs","-","-","-","Y","Y","N","-"
"NY","2","NY1203-0016","2014","<a href=""JavaScript: newWindow = report305b('NY1203-0016'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY1203-0016'); newWindow.focus()"">Map Assessed Water</a>","GOOD","Maltanner Creek and tribs","RIVER","16.1","MILES","STREAM/CREEK/RIVER","entire stream and tribs","-","-","-","Y","Y","Y","-"
"NY","2","NY1305-0027","2014","<a href=""JavaScript: newWindow = report305b('NY1305-0027'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY1305-0027'); newWindow.focus()"">Map Assessed Water</a>","NOT_ASSESSED","Miller Pond","FRESHWATER LAKE","17","ACRES","LAKE/RESERVOIR/POND","entire lake","-","-","-","Y","Y","N","-"
"NY","2","NY1301-0227","2014","<a href=""JavaScript: newWindow = report305b('NY1301-0227'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY1301-0227'); newWindow.focus()"">Map Assessed Water</a>","NOT_ASSESSED","Coxsackie Reservoir","FRESHWATER LAKE","9.5","ACRES","LAKE/RESERVOIR/POND","entire reservoir","-","-","-","Y","Y","N","-"
"NY","2","NY1301-0235","2014","<a href=""JavaScript: newWindow = report305b('NY1301-0235'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY1301-0235'); newWindow.focus()"">Map Assessed Water</a>","NOT_ASSESSED","Lawson Lake","FRESHWATER LAKE","28","ACRES","LAKE/RESERVOIR/POND","entire lake","-","-","-","Y","Y","N","-"
"NY","2","NY1301-0237","2014","<a href=""JavaScript: newWindow = report305b('NY1301-0237'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY1301-0237'); newWindow.focus()"">Map Assessed Water</a>","NOT_ASSESSED","Knickerbocker Lake","FRESHWATER LAKE","42.9","ACRES","LAKE/RESERVOIR/POND","entire lake","-","-","-","Y","Y","N","-"
"NY","2","NY1301-0240","2014","<a href=""JavaScript: newWindow = report305b('NY1301-0240'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY1301-0240'); newWindow.focus()"">Map Assessed Water</a>","GOOD","Vloman Kill, Upper, and tribs","RIVER","47.4","MILES","STREAM/CREEK/RIVER","stream and tribs, above Mallorys Corners","-","-","-","Y","Y","Y","-"
"NY","2","NY1302-0098","2014","<a href=""JavaScript: newWindow = report305b('NY1302-0098'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY1302-0098'); newWindow.focus()"">Map Assessed Water</a>","NOT_ASSESSED","Minor Tribs to Croton Falls Reservoir","RIVER","1.6","MILES","STREAM/CREEK/RIVER","total length of select tribs, western shore","-","-","-","Y","Y","N","-"
"NY","2","NY1302-0103","2014","<a href=""JavaScript: newWindow = report305b('NY1302-0103'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY1302-0103'); newWindow.focus()"">Map Assessed Water</a>","IMPAIRED","Palmer Lake","FRESHWATER LAKE","14","ACRES","LAKE/RESERVOIR/POND","entire lake","-","-","-","Y","Y","Y","-"
"NY","2","NY1306-0027","2014","<a href=""JavaScript: newWindow = report305b('NY1306-0027'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY1306-0027'); newWindow.focus()"">Map Assessed Water</a>","GOOD","Wallkill River, Lower, Main Stem","RIVER","17.1","MILES","STREAM/CREEK/RIVER","from Sturgeon Pond to Tuthill","-","-","-","Y","Y","Y","-"
"NY","2","NY1306-0030","2014","<a href=""JavaScript: newWindow = report305b('NY1306-0030'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY1306-0030'); newWindow.focus()"">Map Assessed Water</a>","NOT_ASSESSED","Rondout River, Lower, Main Stem","RIVER","3.4","MILES","STREAM/CREEK/RIVER","from mouth to Eddyville","-","-","-","Y","Y","N","-"
"NY","2","NY1306-0033","2014","<a href=""JavaScript: newWindow = report305b('NY1306-0033'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY1306-0033'); newWindow.focus()"">Map Assessed Water</a>","NOT_ASSESSED","DeWitt Lake Outlet and tribs","RIVER","3.1","MILES","STREAM/CREEK/RIVER","entire stream and tribs, from mouth to DeWitt Lake","-","-","-","Y","Y","N","-"
"NY","2","NY1302-0112","2014","<a href=""JavaScript: newWindow = report305b('NY1302-0112'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY1302-0112'); newWindow.focus()"">Map Assessed Water</a>","NOT_ASSESSED","Browns Pond, Dutchess Lake","FRESHWATER LAKE","54.9","ACRES","LAKE/RESERVOIR/POND","total area of both lakes","-","-","-","Y","Y","N","-"
"NY","2","NY1302-0114","2014","<a href=""JavaScript: newWindow = report305b('NY1302-0114'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY1302-0114'); newWindow.focus()"">Map Assessed Water</a>","NOT_ASSESSED","Long Pond, Dixon Lake, Lockwood Pond","FRESHWATER LAKE","71.6","ACRES","LAKE/RESERVOIR/POND","total area of all three lakes","-","-","-","Y","Y","N","-"
"NY","2","NY1308-0021","2014","<a href=""JavaScript: newWindow = report305b('NY1308-0021'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY1308-0021'); newWindow.focus()"">Map Assessed Water</a>","GOOD","Bash Bish Brook and tribs","RIVER","34.6","MILES","STREAM/CREEK/RIVER","entire stream and tribs","-","-","-","Y","Y","Y","-"
"NY","2","NY1301-0253","2014","<a href=""JavaScript: newWindow = report305b('NY1301-0253'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY1301-0253'); newWindow.focus()"">Map Assessed Water</a>","NOT_ASSESSED","Tribs to Burden Lake","RIVER","23.9","MILES","STREAM/CREEK/RIVER","total length of all tribs","-","-","-","Y","Y","N","-"
"NY","2","NY1301-0261","2014","<a href=""JavaScript: newWindow = report305b('NY1301-0261'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY1301-0261'); newWindow.focus()"">Map Assessed Water</a>","NOT_ASSESSED","Shaver Pond","FRESHWATER LAKE","42.9","ACRES","LAKE/RESERVOIR/POND","entire lake","-","-","-","Y","Y","N","-"
"NY","2","NY1309-0010","2014","<a href=""JavaScript: newWindow = report305b('NY1309-0010'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY1309-0010'); newWindow.focus()"">Map Assessed Water</a>","NOT_ASSESSED","Catskill Creek, Lower, Main Stem","RIVER","3.4","MILES","STREAM/CREEK/RIVER","from mouth to Cauterskill","-","-","-","Y","Y","N","-"
"NY","2","NY1301-0265","2014","<a href=""JavaScript: newWindow = report305b('NY1301-0265'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY1301-0265'); newWindow.focus()"">Map Assessed Water</a>","NOT_ASSESSED","Hosford Pond","FRESHWATER LAKE","12.6","ACRES","LAKE/RESERVOIR/POND","entire lake","-","-","-","Y","Y","N","-"
"NY","2","NY1302-0130","2014","<a href=""JavaScript: newWindow = report305b('NY1302-0130'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY1302-0130'); newWindow.focus()"">Map Assessed Water</a>","NOT_ASSESSED","Little Pond","FRESHWATER LAKE","13.4","ACRES","LAKE/RESERVOIR/POND","entire lake","-","-","-","Y","Y","N","-"
"NY","2","NY1306-0054","2014","<a href=""JavaScript: newWindow = report305b('NY1306-0054'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY1306-0054'); newWindow.focus()"">Map Assessed Water</a>","GOOD","Verkeerder Kill Creek and tribs","RIVER","23.3","MILES","STREAM/CREEK/RIVER","entire stream and tribs","-","-","-","Y","Y","Y","-"
"NY","2","NY1306-0055","2014","<a href=""JavaScript: newWindow = report305b('NY1306-0055'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY1306-0055'); newWindow.focus()"">Map Assessed Water</a>","NOT_ASSESSED","Lake Maratanza","FRESHWATER LAKE","40.9","ACRES","LAKE/RESERVOIR/POND","entire lake","-","-","-","Y","Y","N","-"
"NY","2","NY1309-0013","2014","<a href=""JavaScript: newWindow = report305b('NY1309-0013'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY1309-0013'); newWindow.focus()"">Map Assessed Water</a>","NOT_ASSESSED","Kaaterskill Cr, Upper, and minor tribs","RIVER","62.2","MILES","STREAM/CREEK/RIVER","stream and select tribs, above Asbury","-","-","-","Y","Y","N","-"
"NY","2","NY1301-0273","2014","<a href=""JavaScript: newWindow = report305b('NY1301-0273'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY1301-0273'); newWindow.focus()"">Map Assessed Water</a>","NOT_ASSESSED","Wright Lake, Bradley Lake","FRESHWATER LAKE","17.2","ACRES","LAKE/RESERVOIR/POND","total area of both lakes","-","-","-","Y","Y","N","-"
"NY","2","NY1301-0276","2014","<a href=""JavaScript: newWindow = report305b('NY1301-0276'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY1301-0276'); newWindow.focus()"">Map Assessed Water</a>","IMPAIRED","Hudson River (Class A)","ESTUARY","24.373531","SQUARE MILES","BAY/ESTUARY","from Kingston to south end of Houghtaling Island","-","-","-","Y","Y","Y","-"
"NY","2","NY1302-0143","2014","<a href=""JavaScript: newWindow = report305b('NY1302-0143'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY1302-0143'); newWindow.focus()"">Map Assessed Water</a>","NOT_ASSESSED","Stone Hill River, Upper, and tribs","RIVER","3.9","MILES","STREAM/CREEK/RIVER","stream and tribs, above Pound Ridge","-","-","-","Y","Y","N","-"
"NY","2","NY1306-0062","2014","<a href=""JavaScript: newWindow = report305b('NY1306-0062'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY1306-0062'); newWindow.focus()"">Map Assessed Water</a>","GOOD","Dwaar Kill, Lower, and tribs","RIVER","24.5","MILES","STREAM/CREEK/RIVER","stream and tribs, from mouth to near Co Route 89","-","-","-","Y","Y","Y","-"
"NY","2","NY1306-0066","2014","<a href=""JavaScript: newWindow = report305b('NY1306-0066'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY1306-0066'); newWindow.focus()"">Map Assessed Water</a>","NOT_ASSESSED","Borden Creek, Upper, and tribs","RIVER","4.2","MILES","STREAM/CREEK/RIVER","stream and tribs, above Borden Estate","-","-","-","Y","Y","N","-"
"NY","2","NY1302-0004","2014","<a href=""JavaScript: newWindow = report305b('NY1302-0004'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY1302-0004'); newWindow.focus()"">Map Assessed Water</a>","IMPAIRED","Peach Lake","FRESHWATER LAKE","241.9","ACRES","LAKE/RESERVOIR/POND","entire lake","-","-","-","Y","Y","Y","-"
"NY","2","NY1302-0005","2014","<a href=""JavaScript: newWindow = report305b('NY1302-0005'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY1302-0005'); newWindow.focus()"">Map Assessed Water</a>","IMPAIRED","Cross River Reservoir","FRESHWATER LAKE","898.6","ACRES","LAKE/RESERVOIR/POND","entire reservoir","-","-","-","Y","Y","Y","-"
"NY","2","NY1302-0006","2014","<a href=""JavaScript: newWindow = report305b('NY1302-0006'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY1302-0006'); newWindow.focus()"">Map Assessed Water</a>","IMPAIRED","Lake Carmel","FRESHWATER LAKE","186.6","ACRES","LAKE/RESERVOIR/POND","entire lake","-","-","-","Y","Y","Y","-"
"NY","2","NY1310-0023","2014","<a href=""JavaScript: newWindow = report305b('NY1310-0023'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY1310-0023'); newWindow.focus()"">Map Assessed Water</a>","NOT_ASSESSED","Valatie Kill, Lower, and tribs","RIVER","5","MILES","STREAM/CREEK/RIVER","stream and tribs, from mouth to Niverville","-","-","-","Y","Y","N","-"
"NY","2","NY1401-0003","2014","<a href=""JavaScript: newWindow = report305b('NY1401-0003'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY1401-0003'); newWindow.focus()"">Map Assessed Water</a>","GOOD","Mongaup River, Lower, and minor tribs","RIVER","14","MILES","STREAM/CREEK/RIVER","stream and selected tribs from mouth to Rio Reservoir","-","-","-","Y","Y","Y","-"
"NY","2","NY1402-0005","2014","<a href=""JavaScript: newWindow = report305b('NY1402-0005'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY1402-0005'); newWindow.focus()"">Map Assessed Water</a>","GOOD","Kiamesha Creek and minor tribs","RIVER","7.6","MILES","STREAM/CREEK/RIVER","entire stream and selected/smaller tribs","-","-","-","Y","Y","Y","-"
"NY","2","NY1404-0003","2014","<a href=""JavaScript: newWindow = report305b('NY1404-0003'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY1404-0003'); newWindow.focus()"">Map Assessed Water</a>","GOOD","West Branch Delaware, Upper, Main Stem","RIVER","37.1","MILES","STREAM/CREEK/RIVER","from Hawleys to Stamford","-","-","-","Y","Y","Y","-"
"NY","2","NY1402-0011","2014","<a href=""JavaScript: newWindow = report305b('NY1402-0011'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY1402-0011'); newWindow.focus()"">Map Assessed Water</a>","GOOD","Neversink Reservoir Tributaries","RIVER","42.5","MILES","STREAM/CREEK/RIVER","total length of selected tribs to Neversink Reservoir","-","-","-","Y","Y","Y","-"
"NY","2","NY1401-0025","2014","<a href=""JavaScript: newWindow = report305b('NY1401-0025'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY1401-0025'); newWindow.focus()"">Map Assessed Water</a>","GOOD","Mongaup River, Middle, and minor tribs","RIVER","22.3","MILES","STREAM/CREEK/RIVER","stream and selected tribs btw Rio and Swinging Br Res.","-","-","-","Y","Y","Y","-"
"NY","2","NY1601-0018","2014","<a href=""JavaScript: newWindow = report305b('NY1601-0018'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY1601-0018'); newWindow.focus()"">Map Assessed Water</a>","NOT_ASSESSED","Pell Lake","FRESHWATER LAKE","13.7","ACRES","LAKE/RESERVOIR/POND","entire lake","-","-","-","Y","Y","N","-"
"NY","2","NY1402-0034","2014","<a href=""JavaScript: newWindow = report305b('NY1402-0034'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY1402-0034'); newWindow.focus()"">Map Assessed Water</a>","GOOD","Pine Kill and tribs","RIVER","30.8","MILES","STREAM/CREEK/RIVER","entire stream and tribs","-","-","-","Y","Y","Y","-"
"NY","2","NY1402-0035","2014","<a href=""JavaScript: newWindow = report305b('NY1402-0035'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY1402-0035'); newWindow.focus()"">Map Assessed Water</a>","NOT_ASSESSED","Yankee Reservoir","FRESHWATER LAKE","395.3","ACRES","LAKE/RESERVOIR/POND","entire lake","-","-","-","Y","Y","N","-"
"NY","2","NY1402-0037","2014","<a href=""JavaScript: newWindow = report305b('NY1402-0037'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY1402-0037'); newWindow.focus()"">Map Assessed Water</a>","NOT_ASSESSED","Willsey Brook and tribs","RIVER","11.4","MILES","STREAM/CREEK/RIVER","entire stream and tribs","-","-","-","Y","Y","N","-"
"NY","2","NY1402-0042","2014","<a href=""JavaScript: newWindow = report305b('NY1402-0042'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY1402-0042'); newWindow.focus()"">Map Assessed Water</a>","GOOD","Bush Kill and tribs","RIVER","31","MILES","STREAM/CREEK/RIVER","entire stream and tribs","-","-","-","Y","Y","Y","-"
"NY","2","NY1404-0048","2014","<a href=""JavaScript: newWindow = report305b('NY1404-0048'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY1404-0048'); newWindow.focus()"">Map Assessed Water</a>","NOT_ASSESSED","Minor Tribs to Cannonsville Reservoir","RIVER","63.9","MILES","STREAM/CREEK/RIVER","selected/smaller tribs fr Cannonsville Dam to Beerston","-","-","-","Y","Y","N","-"
"NY","2","NY1601-0027","2014","<a href=""JavaScript: newWindow = report305b('NY1601-0027'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY1601-0027'); newWindow.focus()"">Map Assessed Water</a>","NOT_ASSESSED","Swift Pond, Crane Pond","FRESHWATER LAKE","134.6","ACRES","LAKE/RESERVOIR/POND","total area of both lakes","-","-","-","Y","Y","N","-"
"NY","2","NY1601-0032","2014","<a href=""JavaScript: newWindow = report305b('NY1601-0032'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY1601-0032'); newWindow.focus()"">Map Assessed Water</a>","GOOD","Green River and tribs","RIVER","37.9","MILES","STREAM/CREEK/RIVER","entire stream and tribs","-","-","-","Y","Y","Y","-"
"NY","2","NY1401-0041","2014","<a href=""JavaScript: newWindow = report305b('NY1401-0041'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY1401-0041'); newWindow.focus()"">Map Assessed Water</a>","NOT_ASSESSED","Lebanon Lake","FRESHWATER LAKE","286.5","ACRES","LAKE/RESERVOIR/POND","entire lake","-","-","-","Y","Y","N","-"
"NY","2","NY1402-0044","2014","<a href=""JavaScript: newWindow = report305b('NY1402-0044'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY1402-0044'); newWindow.focus()"">Map Assessed Water</a>","NOT_ASSESSED","Crane, Gilman Ponds, Melody Lake","FRESHWATER LAKE","53.7","ACRES","LAKE/RESERVOIR/POND","total area of all three lakes","-","-","-","Y","Y","N","-"
"NY","2","NY1401-0056","2014","<a href=""JavaScript: newWindow = report305b('NY1401-0056'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY1401-0056'); newWindow.focus()"">Map Assessed Water</a>","NOT_ASSESSED","Sackett/Birchwood Lakes","FRESHWATER LAKE","126","ACRES","LAKE/RESERVOIR/POND","total area of both lakes","-","-","-","Y","Y","N","-"
"NY","2","NY1402-0060","2014","<a href=""JavaScript: newWindow = report305b('NY1402-0060'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY1402-0060'); newWindow.focus()"">Map Assessed Water</a>","NOT_ASSESSED","East Pond","FRESHWATER LAKE","66.1","ACRES","LAKE/RESERVOIR/POND","entire lake","-","-","-","Y","Y","N","-"
"NY","2","NY1404-0065","2014","<a href=""JavaScript: newWindow = report305b('NY1404-0065'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY1404-0065'); newWindow.focus()"">Map Assessed Water</a>","GOOD","Bagley Brook and minor tribs","RIVER","24.7","MILES","STREAM/CREEK/RIVER","entire stream and selected/smaller tribs","-","-","-","Y","Y","Y","-"
"NY","2","NY1401-0059","2014","<a href=""JavaScript: newWindow = report305b('NY1401-0059'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY1401-0059'); newWindow.focus()"">Map Assessed Water</a>","NOT_ASSESSED","Bishops/Horseshoe Lakes","FRESHWATER LAKE","33.7","ACRES","LAKE/RESERVOIR/POND","total area of both lakes","-","-","-","Y","Y","N","-"
"NY","2","NY1403-0002","2014","<a href=""JavaScript: newWindow = report305b('NY1403-0002'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY1403-0002'); newWindow.focus()"">Map Assessed Water</a>","IMPAIRED","Pepacton Reservoir","FRESHWATER LAKE","5185","ACRES","LAKE/RESERVOIR/POND","entire reservoir","-","-","-","Y","Y","Y","-"
"NY","2","NY1403-0025","2014","<a href=""JavaScript: newWindow = report305b('NY1403-0025'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY1403-0025'); newWindow.focus()"">Map Assessed Water</a>","GOOD","Willowemoc Creek, Middle, and tribs","RIVER","26.3","MILES","STREAM/CREEK/RIVER","stream and selected tribs fr Livingston Mnr to Debruce","-","-","-","Y","Y","Y","-"
"NY","2","NY1404-0081","2014","<a href=""JavaScript: newWindow = report305b('NY1404-0081'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY1404-0081'); newWindow.focus()"">Map Assessed Water</a>","GOOD","Wright Brook and minor tribs","RIVER","25","MILES","STREAM/CREEK/RIVER","entire stream and selected/smaller tribs","-","-","-","Y","Y","Y","-"
"NY","2","NY1401-0079","2014","<a href=""JavaScript: newWindow = report305b('NY1401-0079'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY1401-0079'); newWindow.focus()"">Map Assessed Water</a>","NOT_ASSESSED","Lochada Lake","FRESHWATER LAKE","92.9","ACRES","LAKE/RESERVOIR/POND","entire lake","-","-","-","Y","Y","N","-"
"NY","2","NY1404-0090","2014","<a href=""JavaScript: newWindow = report305b('NY1404-0090'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY1404-0090'); newWindow.focus()"">Map Assessed Water</a>","NOT_ASSESSED","Stamford Reservoir","FRESHWATER LAKE","5.6","ACRES","LAKE/RESERVOIR/POND","entire lake","-","-","-","Y","Y","N","-"
"NY","2","NY1403-0046","2014","<a href=""JavaScript: newWindow = report305b('NY1403-0046'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY1403-0046'); newWindow.focus()"">Map Assessed Water</a>","NOT_ASSESSED","Perkins Pond","FRESHWATER LAKE","27.3","ACRES","LAKE/RESERVOIR/POND","entire lake","-","-","-","Y","Y","N","-"
"NY","2","NY1310-0034","2014","<a href=""JavaScript: newWindow = report305b('NY1310-0034'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY1310-0034'); newWindow.focus()"">Map Assessed Water</a>","NOT_ASSESSED","Bachus Pond","FRESHWATER LAKE","17.2","ACRES","LAKE/RESERVOIR/POND","entire lake","-","-","-","Y","Y","N","-"
"NY","2","NY1310-0040","2014","<a href=""JavaScript: newWindow = report305b('NY1310-0040'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY1310-0040'); newWindow.focus()"">Map Assessed Water</a>","NOT_ASSESSED","Taplin Pond","FRESHWATER LAKE","7.2","ACRES","LAKE/RESERVOIR/POND","entire lake","-","-","-","Y","Y","N","-"
"NY","2","NY1310-0043","2014","<a href=""JavaScript: newWindow = report305b('NY1310-0043'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY1310-0043'); newWindow.focus()"">Map Assessed Water</a>","GOOD","Black River and tribs","RIVER","22.6","MILES","STREAM/CREEK/RIVER","entire stream and tribs","-","-","-","Y","Y","Y","-"
