"State","Region","Assessment Unit ID","Cycle","Report 305b","Map 305b","Water Status","Water Name","Water Type","Water Size","Size Unit","Water Type Group","Location","Monitoring Scheduled Date","Miles 305b","Acres 305b","IR Flag","Current Year Flag","AssessedFlag","Trophic Status"
"AZ","9","AZ15070102-234_00","2014","<a href=""JavaScript: newWindow = report305b('AZ15070102-234_00'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","NOT_ASSESSED","Unnamed Trib (UB1) to Big Bug Creek, from   to ","STREAM","1.34","MILES","STREAM/CREEK/RIVER","HUC: 15070102","-","-","-","Y","Y","N","-"
"AZ","9","AZ15070102-334_00","2014","<a href=""JavaScript: newWindow = report305b('AZ15070102-334_00'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","NOT_ASSESSED","Poland Walker Tunnel, from HEADWATERS to BIG BUG CREEK","STREAM",".4","MILES","STREAM/CREEK/RIVER","HUC: 15070102","-","-","-","Y","Y","N","-"
"AZ","9","AZ15070102-739_00","2014","<a href=""JavaScript: newWindow = report305b('AZ15070102-739_00'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","NOT_ASSESSED","Chaparral Gulch Arroyo, from Headwaters to AGUA FRIA RIVER","STREAM","9.9","MILES","STREAM/CREEK/RIVER","HUC: 15070102","-","-","-","Y","Y","N","-"
"AZ","9","AZ15070102-768_00","2014","<a href=""JavaScript: newWindow = report305b('AZ15070102-768_00'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","NOT_ASSESSED","Eugene Gulch, from HEADWATERS to BIG BUG CREEK","STREAM","3.1","MILES","STREAM/CREEK/RIVER","HUC: 15070102","-","-","-","Y","Y","N","-"
"AZ","9","AZ15070102-823_00","2014","<a href=""JavaScript: newWindow = report305b('AZ15070102-823_00'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","NOT_ASSESSED","Mineral Creek, from Headwaters to CEDAR CREEK","STREAM","4","MILES","STREAM/CREEK/RIVER","HUC: 15070102","-","-","-","Y","Y","N","-"
"AZ","9","AZ15070102-834_00","2014","<a href=""JavaScript: newWindow = report305b('AZ15070102-834_00'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","NOT_ASSESSED","Little Wolf Creek, from Headwaters to WOLF CREEK","STREAM","3","MILES","STREAM/CREEK/RIVER","HUC: 15070102","-","-","-","Y","Y","N","-"
"AZ","9","AZ15070102-848_00","2014","<a href=""JavaScript: newWindow = report305b('AZ15070102-848_00'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","NOT_ASSESSED","Arrastra Creek, from Headwaters to TURKEY CREEK","STREAM","2","MILES","STREAM/CREEK/RIVER","HUC: 15070102","-","-","-","Y","Y","N","-"
"AZ","9","AZ15070102-850_00","2014","<a href=""JavaScript: newWindow = report305b('AZ15070102-850_00'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","NOT_ASSESSED","Tuscumbia Creek, from Headwaters to BEAR CREEK","STREAM","4.1","MILES","STREAM/CREEK/RIVER","HUC: 15070102","-","-","-","Y","Y","N","-"
"AZ","9","AZ15070102-858_00","2014","<a href=""JavaScript: newWindow = report305b('AZ15070102-858_00'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","NOT_ASSESSED","Peck Canyon, from Headwaters to BEAR CREEK","STREAM","7","MILES","STREAM/CREEK/RIVER","HUC: 15070102","-","-","-","Y","Y","N","-"
"AZ","9","AZ15070103-001B_00","2014","<a href=""JavaScript: newWindow = report305b('AZ15070103-001B_00'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('AZ15070103-001B_00'); newWindow.focus()"">Map Assessed Water</a>","GOOD","Hassayampa River, from Buckeye Canal to ARLINGTON CANAL","STREAM","2.3","MILES","STREAM/CREEK/RIVER","HUC: 15070103","-","-","-","Y","Y","Y","-"
"AZ","9","AZ15070103-002A_00","2014","<a href=""JavaScript: newWindow = report305b('AZ15070103-002A_00'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('AZ15070103-002A_00'); newWindow.focus()"">Map Assessed Water</a>","GOOD","Hassayampa River, from Sols Wash to TRIB @335152/1123956","STREAM","9.2","MILES","STREAM/CREEK/RIVER","HUC: 15070103","-","-","-","Y","Y","Y","-"
"AZ","9","AZ15070103-004_00","2014","<a href=""JavaScript: newWindow = report305b('AZ15070103-004_00'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('AZ15070103-004_00'); newWindow.focus()"">Map Assessed Water</a>","GOOD","Hassayampa River, from Cottonwood Creek to MARTINEZ WASH","STREAM","32.1","MILES","STREAM/CREEK/RIVER","HUC: 15070103","-","-","-","Y","Y","Y","-"
"AZ","9","AZ15070103-007A_00","2014","<a href=""JavaScript: newWindow = report305b('AZ15070103-007A_00'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('AZ15070103-007A_00'); newWindow.focus()"">Map Assessed Water</a>","IMPAIRED","Hassayampa River, from Headwaters to COPPER CREEK","STREAM","11","MILES","STREAM/CREEK/RIVER","HUC: 15070103","-","-","-","Y","Y","Y","-"
"AZ","9","AZ15070103-239_00","2014","<a href=""JavaScript: newWindow = report305b('AZ15070103-239_00'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('AZ15070103-239_00'); newWindow.focus()"">Map Assessed Water</a>","IMPAIRED","French Gulch, from HEADWATERS to HASSAYAMPA RIVER","STREAM","9.8","MILES","STREAM/CREEK/RIVER","HUC: 15070103","-","-","-","Y","Y","Y","-"
"AZ","9","AZ15070103-349_00","2014","<a href=""JavaScript: newWindow = report305b('AZ15070103-349_00'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('AZ15070103-349_00'); newWindow.focus()"">Map Assessed Water</a>","IMPAIRED","Cash Mine Creek, from Headwaters to HASSAYAMPA RIVER","STREAM","1","MILES","STREAM/CREEK/RIVER","HUC: 15070103","-","-","-","Y","Y","Y","-"
"AZ","9","AZ15070103-415_00","2014","<a href=""JavaScript: newWindow = report305b('AZ15070103-415_00'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('AZ15070103-415_00'); newWindow.focus()"">Map Assessed Water</a>","IMPAIRED","Unnamed Trib to Cash Mine Cr, from HEADWTRS to CASH MINE CR","STREAM","1","MILES","STREAM/CREEK/RIVER","HUC: 15070103","-","-","-","Y","Y","Y","-"
"AZ","9","AZ15070201-003_00","2014","<a href=""JavaScript: newWindow = report305b('AZ15070201-003_00'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('AZ15070201-003_00'); newWindow.focus()"">Map Assessed Water</a>","IMPAIRED","Gila River, from TRIB @324225/1140825 to FORTUNA WASH","STREAM","28.3","MILES","STREAM/CREEK/RIVER","HUC: 15070201","-","-","-","Y","Y","Y","-"
"AZ","9","AZ15080301-007_00","2014","<a href=""JavaScript: newWindow = report305b('AZ15080301-007_00'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('AZ15080301-007_00'); newWindow.focus()"">Map Assessed Water</a>","NOT_ASSESSED","Leslie Creek, from Headwaters to 313211.65/1094014.35","STREAM","24.5","MILES","STREAM/CREEK/RIVER","HUC: 15080301","-","-","-","Y","Y","N","-"
"AZ","9","AZ15080301-075_00","2014","<a href=""JavaScript: newWindow = report305b('AZ15080301-075_00'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","NOT_ASSESSED","Dubacher Canyon, from Headwaters to MULE GULCH","STREAM","1","MILES","STREAM/CREEK/RIVER","HUC: 15080301","-","-","-","Y","Y","N","-"
"AZ","9","AZ15080301-090A_00","2014","<a href=""JavaScript: newWindow = report305b('AZ15080301-090A_00'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('AZ15080301-090A_00'); newWindow.focus()"">Map Assessed Water</a>","IMPAIRED","Mule Gulch, from HEADWATERS to JUST ABOVE THE LAVENDER PIT","STREAM","3","MILES","STREAM/CREEK/RIVER","HUC: 15080301","-","-","-","Y","Y","Y","-"
"AZ","9","AZ15080301-090B_00","2014","<a href=""JavaScript: newWindow = report305b('AZ15080301-090B_00'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('AZ15080301-090B_00'); newWindow.focus()"">Map Assessed Water</a>","IMPAIRED","Mule Gulch, from LAVENDER PIT to NORTH OF TAILINGS DUMP NO 7","STREAM",".8","MILES","STREAM/CREEK/RIVER","HUC: 15080301","-","-","-","Y","Y","Y","-"
"AZ","9","AZ15080301-090C_00","2014","<a href=""JavaScript: newWindow = report305b('AZ15080301-090C_00'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('AZ15080301-090C_00'); newWindow.focus()"">Map Assessed Water</a>","IMPAIRED","Mule Gulch, from TAILINGS DUMP 7 to HIGHWAY 80","STREAM","3.8","MILES","STREAM/CREEK/RIVER","HUC: 15080301","-","-","-","Y","Y","Y","-"
"AZ","9","AZ15080301-331_00","2014","<a href=""JavaScript: newWindow = report305b('AZ15080301-331_00'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","NOT_ASSESSED","Morales Creek, from Headwaters to MULE GULCH","STREAM","2","MILES","STREAM/CREEK/RIVER","HUC: 15080301","-","-","-","Y","Y","N","-"
"AZ","9","AZ15080301-337_00","2014","<a href=""JavaScript: newWindow = report305b('AZ15080301-337_00'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('AZ15080301-337_00'); newWindow.focus()"">Map Assessed Water</a>","IMPAIRED","Brewery Gulch, from Headwaters to MULE GULCH","STREAM","1.1","MILES","STREAM/CREEK/RIVER","HUC: 15080301","-","-","-","Y","Y","Y","-"
"AZ","9","AZ15080301-340_00","2014","<a href=""JavaScript: newWindow = report305b('AZ15080301-340_00'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('AZ15080301-340_00'); newWindow.focus()"">Map Assessed Water</a>","NOT_ASSESSED","Winwood Canyon, from Headwaters to MULE GULCH","STREAM","1.4","MILES","STREAM/CREEK/RIVER","HUC: 15080301","-","-","-","Y","Y","N","-"
"AZ","9","AZ15080301-342_00","2014","<a href=""JavaScript: newWindow = report305b('AZ15080301-342_00'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","NOT_ASSESSED","Unnamed Trib to Winwood Canyon, from HEADWTRS to MULE GULCH","STREAM",".2","MILES","STREAM/CREEK/RIVER","HUC: 15080301","-","-","-","Y","Y","N","-"
"AZ","9","AZ15080301-345_00","2014","<a href=""JavaScript: newWindow = report305b('AZ15080301-345_00'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","NOT_ASSESSED","Locklin Canyon, from Headwaters to MULE GULCH","STREAM","1","MILES","STREAM/CREEK/RIVER","HUC: 15080301","-","-","-","Y","Y","N","-"
"AZ","9","AZL14070006-1130_00","2014","<a href=""JavaScript: newWindow = report305b('AZL14070006-1130_00'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('AZL14070006-1130_00'); newWindow.focus()"">Map Assessed Water</a>","IMPAIRED","Lake Powell","FRESHWATER LAKE","9770","ACRES","LAKE/RESERVOIR/POND","HUC: 14070006","-","-","-","Y","Y","Y","-"
"AZ","9","AZL15020001-0150_00","2014","<a href=""JavaScript: newWindow = report305b('AZL15020001-0150_00'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","NOT_ASSESSED","Becker Lake","FRESHWATER LAKE","88.6","ACRES","LAKE/RESERVOIR/POND","HUC: 15020001","-","-","-","Y","Y","N","-"
"AZ","9","AZL15020001-0850_00","2014","<a href=""JavaScript: newWindow = report305b('AZL15020001-0850_00'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('AZL15020001-0850_00'); newWindow.focus()"">Map Assessed Water</a>","IMPAIRED","Lyman Reservoir","FRESHWATER LAKE","1308","ACRES","LAKE/RESERVOIR/POND","HUC: 15020001","-","-","-","Y","Y","Y","-"
"AZ","9","AZL15020001-1220_00","2014","<a href=""JavaScript: newWindow = report305b('AZL15020001-1220_00'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('AZL15020001-1220_00'); newWindow.focus()"">Map Assessed Water</a>","NOT_ASSESSED","River Reservoir","FRESHWATER LAKE","140","ACRES","LAKE/RESERVOIR/POND","HUC: 15020001","-","-","-","Y","Y","N","-"
"AZ","9","AZL15060202-1490_00","2014","<a href=""JavaScript: newWindow = report305b('AZL15060202-1490_00'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('AZL15060202-1490_00'); newWindow.focus()"">Map Assessed Water</a>","IMPAIRED","Stoneman Lake","FRESHWATER LAKE","125","ACRES","LAKE/RESERVOIR/POND","HUC: 15060202","-","-","-","Y","Y","Y","E"
"AZ","9","AZL15060202-1590_00","2014","<a href=""JavaScript: newWindow = report305b('AZL15060202-1590_00'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('AZL15060202-1590_00'); newWindow.focus()"">Map Assessed Water</a>","IMPAIRED","Watson Lake","FRESHWATER LAKE","151","ACRES","LAKE/RESERVOIR/POND","HUC: 15060202","-","-","-","Y","Y","Y","-"
"AZ","9","AZL15060202-1660_00","2014","<a href=""JavaScript: newWindow = report305b('AZL15060202-1660_00'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('AZL15060202-1660_00'); newWindow.focus()"">Map Assessed Water</a>","IMPAIRED","Willow Creek Reservoir","FRESHWATER LAKE","294","ACRES","LAKE/RESERVOIR/POND","HUC: 15060202","-","-","-","Y","Y","Y","-"
"AZ","9","AZL15060203-0110_00","2014","<a href=""JavaScript: newWindow = report305b('AZL15060203-0110_00'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('AZL15060203-0110_00'); newWindow.focus()"">Map Assessed Water</a>","NOT_ASSESSED","Bartlett Lake","FRESHWATER LAKE","2375.5","ACRES","LAKE/RESERVOIR/POND","HUC: 15060203","-","-","-","Y","Y","N","M"
"AZ","9","AZL15070101-1020A_00","2014","<a href=""JavaScript: newWindow = report305b('AZL15070101-1020A_00'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('AZL15070101-1020A_00'); newWindow.focus()"">Map Assessed Water</a>","NOT_ASSESSED","Painted Rock Reservoir","FRESHWATER LAKE","100","ACRES","LAKE/RESERVOIR/POND","HUC: 15070101","-","-","-","Y","Y","N","-"
"AZ","9","AZL15070102-1100_00","2014","<a href=""JavaScript: newWindow = report305b('AZL15070102-1100_00'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('AZL15070102-1100_00'); newWindow.focus()"">Map Assessed Water</a>","IMPAIRED","Lake Pleasant","FRESHWATER LAKE","8000","ACRES","LAKE/RESERVOIR/POND","HUC: 15070102","-","-","-","Y","Y","Y","O"
"AZ","9","AZL15070201-1010_00","2014","<a href=""JavaScript: newWindow = report305b('AZL15070201-1010_00'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('AZL15070201-1010_00'); newWindow.focus()"">Map Assessed Water</a>","IMPAIRED","Painted Rock Borrow Pit Lake","FRESHWATER LAKE","186","ACRES","LAKE/RESERVOIR/POND","HUC: 15070201","-","-","-","Y","Y","Y","-"
"AZ","9","AZL15080302-0001_00","2014","<a href=""JavaScript: newWindow = report305b('AZL15080302-0001_00'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","NOT_ASSESSED","Twin Pond","FRESHWATER LAKE","1","ACRES","LAKE/RESERVOIR/POND","HUC: 15080302","-","-","-","Y","Y","N","-"
"AZ","9","AZ14070006-001_00","2014","<a href=""JavaScript: newWindow = report305b('AZ14070006-001_00'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('AZ14070006-001_00'); newWindow.focus()"">Map Assessed Water</a>","GOOD","Colorado River, from GLEN CANYON DAM to LEES FERRY","STREAM","16.3","MILES","STREAM/CREEK/RIVER","HUC: 14070006","-","-","-","Y","Y","Y","-"
"AZ","9","AZ14070007-123_00","2014","<a href=""JavaScript: newWindow = report305b('AZ14070007-123_00'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('AZ14070007-123_00'); newWindow.focus()"">Map Assessed Water</a>","IMPAIRED","Paria River, from AZ Border to COLORADO RIVER","STREAM","29.4","MILES","STREAM/CREEK/RIVER","HUC: 14070007","-","-","-","Y","Y","Y","-"
"AZ","9","AZ15010001-019_00","2014","<a href=""JavaScript: newWindow = report305b('AZ15010001-019_00'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('AZ15010001-019_00'); newWindow.focus()"">Map Assessed Water</a>","NOT_ASSESSED","Bright Angel Creek, from Phantom Creek to COLORADO RIVER","STREAM","1.9","MILES","STREAM/CREEK/RIVER","HUC: 15010001","-","-","-","Y","Y","N","-"
"AZ","9","AZ15010002-003_00","2014","<a href=""JavaScript: newWindow = report305b('AZ15010002-003_00'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('AZ15010002-003_00'); newWindow.focus()"">Map Assessed Water</a>","IMPAIRED","Colorado River, from Parashant Canyon to TRIB@354611/1132102","STREAM","27.6","MILES","STREAM/CREEK/RIVER","HUC: 15010002","-","-","-","Y","Y","Y","-"
"AZ","9","AZ15010002-016_00","2014","<a href=""JavaScript: newWindow = report305b('AZ15010002-016_00'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","NOT_ASSESSED","National Canyon Cr, from Headwaters to HUALAPAI RESERVATION","STREAM","3.2","MILES","STREAM/CREEK/RIVER","HUC: 15010002","-","-","-","Y","Y","N","-"
"AZ","9","AZ15010002-018B_00","2014","<a href=""JavaScript: newWindow = report305b('AZ15010002-018B_00'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('AZ15010002-018B_00'); newWindow.focus()"">Map Assessed Water</a>","NOT_ASSESSED","Crystal Creek, from TRIBUTARY to COLORADO RIVER","STREAM","9.1","MILES","STREAM/CREEK/RIVER","HUC: 15010002","-","-","-","Y","Y","N","-"
"AZ","9","AZ15010002-019B_00","2014","<a href=""JavaScript: newWindow = report305b('AZ15010002-019B_00'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('AZ15010002-019B_00'); newWindow.focus()"">Map Assessed Water</a>","NOT_ASSESSED","Deer Creek, from UNNAMED TRIBUTARY to COLORADO RIVER","STREAM","4.9","MILES","STREAM/CREEK/RIVER","HUC: 15010002","-","-","-","Y","Y","N","-"
"AZ","9","AZ15010002-020B_00","2014","<a href=""JavaScript: newWindow = report305b('AZ15010002-020B_00'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('AZ15010002-020B_00'); newWindow.focus()"">Map Assessed Water</a>","NOT_ASSESSED","Hermit Creek, from SPRING TRAIL to COLORADO RIVER","STREAM","3.5","MILES","STREAM/CREEK/RIVER","HUC: 15010002","-","-","-","Y","Y","N","-"
"AZ","9","AZ15010002-029B_00","2014","<a href=""JavaScript: newWindow = report305b('AZ15010002-029B_00'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('AZ15010002-029B_00'); newWindow.focus()"">Map Assessed Water</a>","NOT_ASSESSED","Shinumo Creek, from UNNAMED TRIBUTARY to COLORADO RIVER","STREAM","8.8","MILES","STREAM/CREEK/RIVER","HUC: 15010002","-","-","-","Y","Y","N","-"
"AZ","9","AZ15010002-318_00","2014","<a href=""JavaScript: newWindow = report305b('AZ15010002-318_00'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('AZ15010002-318_00'); newWindow.focus()"">Map Assessed Water</a>","NOT_ASSESSED","Spring Canyon Creek, from Headwaters to COLORADO RIVER","STREAM","6","MILES","STREAM/CREEK/RIVER","HUC: 15010002","-","-","-","Y","Y","N","-"
"AZ","9","AZ15010002-696_00","2014","<a href=""JavaScript: newWindow = report305b('AZ15010002-696_00'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('AZ15010002-696_00'); newWindow.focus()"">Map Assessed Water</a>","NOT_ASSESSED","Tapeats Creek, from Headwaters to COLORADO RIVER","STREAM","12.8","MILES","STREAM/CREEK/RIVER","HUC: 15010002","-","-","-","Y","Y","N","-"
"AZ","9","AZ15010002-845_00","2014","<a href=""JavaScript: newWindow = report305b('AZ15010002-845_00'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('AZ15010002-845_00'); newWindow.focus()"">Map Assessed Water</a>","NOT_ASSESSED","Monument Creek, from Headwaters to COLORADO RIVER","STREAM","3.5","MILES","STREAM/CREEK/RIVER","HUC: 15010002","-","-","-","Y","Y","N","-"
"AZ","9","AZ15010002-871_00","2014","<a href=""JavaScript: newWindow = report305b('AZ15010002-871_00'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('AZ15010002-871_00'); newWindow.focus()"">Map Assessed Water</a>","NOT_ASSESSED","Royal Arch Creek, from Headwaters to COLORADO RIVER","STREAM","5.1","MILES","STREAM/CREEK/RIVER","HUC: 15010002","-","-","-","Y","Y","N","-"
"AZ","9","AZ15010003-001_00","2014","<a href=""JavaScript: newWindow = report305b('AZ15010003-001_00'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('AZ15010003-001_00'); newWindow.focus()"">Map Assessed Water</a>","NOT_ASSESSED","Kanab Creek, from Jumpup Canyon to COLORADO RIVER","STREAM","12.8","MILES","STREAM/CREEK/RIVER","HUC: 15010003","-","-","-","Y","Y","N","-"
"AZ","9","AZ15010004-001_00","2014","<a href=""JavaScript: newWindow = report305b('AZ15010004-001_00'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('AZ15010004-001_00'); newWindow.focus()"">Map Assessed Water</a>","NOT_ASSESSED","Havasu Creek, from Little Coyote Cyn to TRIB @361801/1124513","STREAM","3.3","MILES","STREAM/CREEK/RIVER","HUC: 15010004","-","-","-","Y","Y","N","-"
"AZ","9","AZ15010010-003_00","2014","<a href=""JavaScript: newWindow = report305b('AZ15010010-003_00'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('AZ15010010-003_00'); newWindow.focus()"">Map Assessed Water</a>","IMPAIRED","Virgin River, from Beaver Dam Wash to SAND HOLLOW WASH","STREAM","10.1","MILES","STREAM/CREEK/RIVER","HUC: 15010010","-","-","-","Y","Y","Y","-"
"AZ","9","AZ15010010-004_00","2014","<a href=""JavaScript: newWindow = report305b('AZ15010010-004_00'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('AZ15010010-004_00'); newWindow.focus()"">Map Assessed Water</a>","IMPAIRED","Virgin River, from Sullivans Canyon to BEAVER DAM WASH","STREAM","9.7","MILES","STREAM/CREEK/RIVER","HUC: 15010010","-","-","-","Y","Y","Y","-"
"AZ","9","AZ15010010-006_00","2014","<a href=""JavaScript: newWindow = report305b('AZ15010010-006_00'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('AZ15010010-006_00'); newWindow.focus()"">Map Assessed Water</a>","NOT_ASSESSED","Virgin River, from Black Rock Gulch to SULLIVANS CANYON","STREAM","10.3","MILES","STREAM/CREEK/RIVER","HUC: 15010010","-","-","-","Y","Y","N","-"
"AZ","9","AZ15010010-009_00","2014","<a href=""JavaScript: newWindow = report305b('AZ15010010-009_00'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('AZ15010010-009_00'); newWindow.focus()"">Map Assessed Water</a>","NOT_ASSESSED","Beaver Dam Wash, from Headwaters to VIRGIN RIVER","STREAM","9.6","MILES","STREAM/CREEK/RIVER","HUC: 15010010","-","-","-","Y","Y","N","-"
"AZ","9","AZ15020001-005_00","2014","<a href=""JavaScript: newWindow = report305b('AZ15020001-005_00'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('AZ15020001-005_00'); newWindow.focus()"">Map Assessed Water</a>","IMPAIRED","Little Colorado River, from Coyote Creek to LYMAN LAKE","STREAM","3.427","MILES","STREAM/CREEK/RIVER","HUC: 15020001","-","-","-","Y","Y","Y","-"
"AZ","9","AZ15020001-009_00","2014","<a href=""JavaScript: newWindow = report305b('AZ15020001-009_00'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('AZ15020001-009_00'); newWindow.focus()"">Map Assessed Water</a>","IMPAIRED","Little Colorado R, from Nutrioso Cr to TRIB @341607/1092102","STREAM","12.1","MILES","STREAM/CREEK/RIVER","HUC: 15020001","-","-","-","Y","Y","Y","-"
"AZ","9","AZ15020001-010_00","2014","<a href=""JavaScript: newWindow = report305b('AZ15020001-010_00'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('AZ15020001-010_00'); newWindow.focus()"">Map Assessed Water</a>","IMPAIRED","Little Colorado River, from Water Canyon Cr to NUTRIOSO CR","STREAM","3.8","MILES","STREAM/CREEK/RIVER","HUC: 15020001","-","-","-","Y","Y","Y","-"
"AZ","9","AZ15020001-011_00","2014","<a href=""JavaScript: newWindow = report305b('AZ15020001-011_00'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('AZ15020001-011_00'); newWindow.focus()"">Map Assessed Water</a>","IMPAIRED","Little Colorado River, from HEADWATERS to WATER CANYON CREEK","STREAM","19.8","MILES","STREAM/CREEK/RIVER","HUC: 15020001","-","-","-","Y","Y","Y","-"
"AZ","9","AZ15020001-012_00","2014","<a href=""JavaScript: newWindow = report305b('AZ15020001-012_00'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('AZ15020001-012_00'); newWindow.focus()"">Map Assessed Water</a>","GOOD","Hall Creek, from Headwaters to LITTLE COLORADO RIVER","STREAM","14.3","MILES","STREAM/CREEK/RIVER","HUC: 15020001","-","-","-","Y","Y","Y","-"
"AZ","9","AZ15020001-013A_00","2014","<a href=""JavaScript: newWindow = report305b('AZ15020001-013A_00'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","NOT_ASSESSED","Little Colorado R West Fork, from Headwtrs to GOVERNMENT SPG","STREAM","9.1","MILES","STREAM/CREEK/RIVER","HUC: 15020001","-","-","-","Y","Y","N","-"
"AZ","9","AZ15020001-013B_00","2014","<a href=""JavaScript: newWindow = report305b('AZ15020001-013B_00'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('AZ15020001-013B_00'); newWindow.focus()"">Map Assessed Water</a>","GOOD","Little Colorado R WF, from GOVERNMENT SPRING to LCR East F","STREAM","2.2","MILES","STREAM/CREEK/RIVER","HUC: 15020001","-","-","-","Y","Y","Y","-"
"AZ","9","AZ15020001-015_00","2014","<a href=""JavaScript: newWindow = report305b('AZ15020001-015_00'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('AZ15020001-015_00'); newWindow.focus()"">Map Assessed Water</a>","IMPAIRED","Nutrioso Creek, from Picnic Creek to LITTLE COLORADO RIVER","STREAM","3.5","MILES","STREAM/CREEK/RIVER","HUC: 15020001","-","-","-","Y","Y","Y","-"
"AZ","9","AZ15020001-017A_00","2014","<a href=""JavaScript: newWindow = report305b('AZ15020001-017A_00'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('AZ15020001-017A_00'); newWindow.focus()"">Map Assessed Water</a>","NOT_ASSESSED","Nutrioso Creek, from Headwaters to NELSON RESERVOIR SPILLWAY","STREAM","13.3","MILES","STREAM/CREEK/RIVER","HUC: 15020001","-","-","-","Y","Y","N","-"
