"State","Region","Assessment Unit ID","Cycle","Report 305b","Map 305b","Water Status","Water Name","Water Type","Water Size","Size Unit","Water Type Group","Location","Monitoring Scheduled Date","Miles 305b","Acres 305b","IR Flag","Current Year Flag","AssessedFlag","Trophic Status"
"IA","7","IA 01-VOL-0050_0","2014","<a href=""JavaScript: newWindow = report305b('IA 01-VOL-0050_0'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('IA 01-VOL-0050_0'); newWindow.focus()"">Map Assessed Water</a>","GOOD","Honey Creek","RIVER","5.9","MILES","STREAM/CREEK/RIVER","mouth (S25,T92N, R5W, Clayton Co.) to confluence with unnamed tributary (second upstream trib.) in S5, T91N, R5W, Clayton Co.","-","-","-","-","Y","Y","-"
"IA","7","IA 01-VOL-0070_1","2014","<a href=""JavaScript: newWindow = report305b('IA 01-VOL-0070_1'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('IA 01-VOL-0070_1'); newWindow.focus()"">Map Assessed Water</a>","IMPAIRED","Cox Creek (aka Alderson Hollow)","RIVER","5.6","MILES","STREAM/CREEK/RIVER","mouth (S21, T92N, R5W, Clayton Co.) to confluence with Kleinlein Cr. in S36, T92N, R6W, Clayton Co.","-","-","-","-","Y","Y","-"
"IA","7","IA 01-WPS-0010_4","2014","<a href=""JavaScript: newWindow = report305b('IA 01-WPS-0010_4'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('IA 01-WPS-0010_4'); newWindow.focus()"">Map Assessed Water</a>","IMPAIRED","Wapsipinicon River","RIVER","22","MILES","STREAM/CREEK/RIVER","from Plum Cr. (S18, T82N, R1E, Clinton Co.) to confluence with Walnut Cr. in S18, T83N, R2W, Jones Co.","-","-","-","-","Y","Y","-"
"IA","7","IA 01-WPS-0020_1","2014","<a href=""JavaScript: newWindow = report305b('IA 01-WPS-0020_1'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('IA 01-WPS-0020_1'); newWindow.focus()"">Map Assessed Water</a>","IMPAIRED","Wapsipinicon River","RIVER","26.5","MILES","STREAM/CREEK/RIVER","from Buffalo Cr. (S10, T84N, R4W, Jones Co.) to confluence with Walton Cr. in S20, T86N, R6W, Linn Co.","-","-","-","-","Y","Y","-"
"IA","7","IA 01-WPS-0020_3","2014","<a href=""JavaScript: newWindow = report305b('IA 01-WPS-0020_3'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('IA 01-WPS-0020_3'); newWindow.focus()"">Map Assessed Water</a>","GOOD","Wapsipinicon River","RIVER","13.1","MILES","STREAM/CREEK/RIVER","from Pine Cr. (S28, T88N, R8W, Buchanan Co.) to confluence with Harter Cr. at Independence in NW 1/4, S34, T89N, R9W, Buchanan Co.","-","-","-","-","Y","Y","-"
"IA","7","IA 01-WPS-0020_8","2014","<a href=""JavaScript: newWindow = report305b('IA 01-WPS-0020_8'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('IA 01-WPS-0020_8'); newWindow.focus()"">Map Assessed Water</a>","GOOD","Wapsipinicon River","RIVER","18","MILES","STREAM/CREEK/RIVER","from Snyder Access (S34, T93N, R12W, Bremer Co.) to confluence with Little Wapsipinicon R. in S3, T94N, R13W, Chickasaw Co.","-","-","-","-","Y","Y","-"
"IA","7","IA 01-WPS-0151_0","2014","<a href=""JavaScript: newWindow = report305b('IA 01-WPS-0151_0'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('IA 01-WPS-0151_0'); newWindow.focus()"">Map Assessed Water</a>","GOOD","Unnamed Tributary to Otter creek","RIVER","7.7","MILES","STREAM/CREEK/RIVER","confluence with Otter Cr. in SE1/4, S18, T91N, R9W, Fayette Co., to headwaters in SE1/4, S2, T91N R09W, Fayette Co.","-","-","-","-","Y","Y","-"
"IA","7","IA 01-YEL-0120_1","2014","<a href=""JavaScript: newWindow = report305b('IA 01-YEL-0120_1'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('IA 01-YEL-0120_1'); newWindow.focus()"">Map Assessed Water</a>","IMPAIRED","Hickory Creek","RIVER","3.3","MILES","STREAM/CREEK/RIVER","mouth (NE 1/4, S23, T96N, R5W, Allamakee Co.) to south line of S28, T96N, R5W, Allamakee Co.","-","-","-","-","Y","Y","-"
"IA","7","IA 02-CED-0040_2","2014","<a href=""JavaScript: newWindow = report305b('IA 02-CED-0040_2'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('IA 02-CED-0040_2'); newWindow.focus()"">Map Assessed Water</a>","IMPAIRED","Cedar River","RIVER","27","MILES","STREAM/CREEK/RIVER","from bridge crossing in LaPorte City in S19, T87N, R11W, Black Hawk Co.) to dam of Cedar Falls Impoundment in NW 1/4, S12, T89N, R14W, Black Hawk Co.","-","-","-","-","Y","Y","-"
"IA","7","IA 02-CED-00470-L_0","2014","<a href=""JavaScript: newWindow = report305b('IA 02-CED-00470-L_0'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('IA 02-CED-00470-L_0'); newWindow.focus()"">Map Assessed Water</a>","GOOD","Mitchell Lake","LAKE","15","ACRES","LAKE/RESERVOIR/POND","Black Hawk Co., in southeastern Waterloo in SW 1/4, NW 1/4, S31, T89N, R12W, Black HawkCo.","-","-","-","-","Y","Y","-"
"IA","7","IA 02-CED-0210_2","2014","<a href=""JavaScript: newWindow = report305b('IA 02-CED-0210_2'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('IA 02-CED-0210_2'); newWindow.focus()"">Map Assessed Water</a>","IMPAIRED","Indian Creek","RIVER","4.6","MILES","STREAM/CREEK/RIVER","from confluence with Dry Cr. (S1, T83N, R7W, Linn Co.)  to confluence with unnamed tributary in NE 1/4, S20, T84N, R6W, Linn Co.","-","-","-","-","Y","Y","-"
"IA","7","IA 02-CED-0218_0","2014","<a href=""JavaScript: newWindow = report305b('IA 02-CED-0218_0'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('IA 02-CED-0218_0'); newWindow.focus()"">Map Assessed Water</a>","IMPAIRED","McLoud Run","RIVER","4.1","MILES","STREAM/CREEK/RIVER","mouth (SW 1/4, S16, T83N, R7W, Linn Co.) to headwaters in SW 1/4, S5, T83N, R7W, Linn Co.","-","-","-","-","Y","Y","-"
"IA","7","IA 02-CED-02303_0","2014","<a href=""JavaScript: newWindow = report305b('IA 02-CED-02303_0'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('IA 02-CED-02303_0'); newWindow.focus()"">Map Assessed Water</a>","GOOD","East Otter Creek","RIVER","7.6","MILES","STREAM/CREEK/RIVER","mouth (S7, T84N, R7W, Linn Co.) to confluence with unnamed tributary in S16, T85N, R7W, Linn Co.","-","-","-","-","Y","Y","-"
"IA","7","IA 02-CED-02308_0","2014","<a href=""JavaScript: newWindow = report305b('IA 02-CED-02308_0'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","GOOD","West Otter Creek","RIVER","5.8","MILES","STREAM/CREEK/RIVER","from confluence with tributary (T85N R7W Sec6) to headwaters (T86N R8W Sec14 NE)","-","-","-","-","Y","Y","-"
"IA","7","IA 02-CED-0235_0","2014","<a href=""JavaScript: newWindow = report305b('IA 02-CED-0235_0'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('IA 02-CED-0235_0'); newWindow.focus()"">Map Assessed Water</a>","IMPAIRED","Mud Creek","RIVER","11.6","MILES","STREAM/CREEK/RIVER","mouth (NE 1/4, S22, T85N, R10W, Benton Co.) to confluence with unnamed tributary in S15, T84N, R11W, Benton Co.","-","-","-","-","Y","Y","-"
"IA","7","IA 02-CED-0277_0","2014","<a href=""JavaScript: newWindow = report305b('IA 02-CED-0277_0'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","GOOD","Mud Creek","RIVER","10.6","MILES","STREAM/CREEK/RIVER","from mouth in Sec. 6, T86N, R10W, Benton Co. to headwaters Sec. 34, T88N, R10W, Buchanan Co.","-","-","-","-","Y","Y","-"
"IA","7","IA 02-CED-0370_1","2014","<a href=""JavaScript: newWindow = report305b('IA 02-CED-0370_1'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('IA 02-CED-0370_1'); newWindow.focus()"">Map Assessed Water</a>","IMPAIRED","Black Hawk Creek","RIVER","11.4","MILES","STREAM/CREEK/RIVER","mouth (S22, T89N, R13W, Black Hawk Co.) to Hwy 58 in E 1/2, S27, T88N, R14W, Black Hawk Co.)","-","-","-","-","Y","Y","-"
"IA","7","IA 02-CED-0380_0","2014","<a href=""JavaScript: newWindow = report305b('IA 02-CED-0380_0'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('IA 02-CED-0380_0'); newWindow.focus()"">Map Assessed Water</a>","IMPAIRED","Black Hawk Creek","RIVER","20.3","MILES","STREAM/CREEK/RIVER","from N. Fk. Black Hawk Cr. (S1, T87N, R15W, Grundy Co.) to confluence with unnamed tributary in S12, T87N, R18W, Grundy Co.","-","-","-","-","Y","Y","-"
"IA","7","IA 02-CED-03905-L_0","2014","<a href=""JavaScript: newWindow = report305b('IA 02-CED-03905-L_0'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('IA 02-CED-03905-L_0'); newWindow.focus()"">Map Assessed Water</a>","GOOD","South Prairie Lake","LAKE","22","ACRES","LAKE/RESERVOIR/POND","Black Hawk Co.; west of Waterloo in S35, T89N, R14W","-","-","-","-","Y","Y","-"
"IA","7","IA 02-CED-0392_0","2014","<a href=""JavaScript: newWindow = report305b('IA 02-CED-0392_0'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('IA 02-CED-0392_0'); newWindow.focus()"">Map Assessed Water</a>","IMPAIRED","Dry Run (North Branch)","RIVER","3.4","MILES","STREAM/CREEK/RIVER","mouth (T89N R14W Sec13) to headwaters (T89N R14W Sec9)","-","-","-","-","Y","Y","-"
"IA","7","IA 02-CED-0393_0","2014","<a href=""JavaScript: newWindow = report305b('IA 02-CED-0393_0'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('IA 02-CED-0393_0'); newWindow.focus()"">Map Assessed Water</a>","IMPAIRED","Dry Run","RIVER","5.4","MILES","STREAM/CREEK/RIVER","from confluence with unnamed tributary (center, S23, T89N, R14W, Black Hawk Co.) to headwaters in SW1/4, S32, T89N, R14W,  Black Hawk Co.","-","-","-","-","Y","Y","-"
"IA","7","IA 02-CED-0490_2","2014","<a href=""JavaScript: newWindow = report305b('IA 02-CED-0490_2'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('IA 02-CED-0490_2'); newWindow.focus()"">Map Assessed Water</a>","GOOD","Burr Oak Creek","RIVER","3.1","MILES","STREAM/CREEK/RIVER","from County Road T-46 (W line, S10, T98N, R16W, Mitchell Co.) to N line, S5, T98, R16W, Mitchell Co.","-","-","-","-","Y","Y","-"
"IA","7","IA 02-CED-0510_1","2014","<a href=""JavaScript: newWindow = report305b('IA 02-CED-0510_1'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('IA 02-CED-0510_1'); newWindow.focus()"">Map Assessed Water</a>","IMPAIRED","Rock Creek","RIVER","5.6","MILES","STREAM/CREEK/RIVER","mouth (S24, T97N, R17W, Floyd Co.) to confluence with unnamed tributary in NW 1/4, SE 1/4, S17, T97N, R17W, Mitchell Co.","-","-","-","-","Y","Y","-"
"IA","7","IA 02-IOW-0243_0","2014","<a href=""JavaScript: newWindow = report305b('IA 02-IOW-0243_0'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('IA 02-IOW-0243_0'); newWindow.focus()"">Map Assessed Water</a>","NOT_ASSESSED","Burnett Creek","RIVER","1.5","MILES","STREAM/CREEK/RIVER","mouth to confluence with unnamed tributary in SE 1/4, NW 1/4, S13, T84N, R18W, Marshall Co.","-","-","-","-","Y","N","-"
"IA","7","IA 02-IOW-0300_3","2014","<a href=""JavaScript: newWindow = report305b('IA 02-IOW-0300_3'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('IA 02-IOW-0300_3'); newWindow.focus()"">Map Assessed Water</a>","NOT_ASSESSED","Tipton Creek","RIVER","6.9","MILES","STREAM/CREEK/RIVER","from confluence with New York Branch in S32, T88N, R22W, Hardin Co. to headwaters in S10, T88N, R23W, Hamilton Co.","-","-","-","-","Y","N","-"
"IA","7","IA 02-IOW-0340_0","2014","<a href=""JavaScript: newWindow = report305b('IA 02-IOW-0340_0'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('IA 02-IOW-0340_0'); newWindow.focus()"">Map Assessed Water</a>","NOT_ASSESSED","Pine Creek","RIVER","2.6","MILES","STREAM/CREEK/RIVER","from upper extent of Upper Pine Lake to the Hardin-Grundy county line (NE 1/4, S36, T88N, R18W, Hardin Co.","-","-","-","-","Y","N","-"
"IA","7","IA 02-IOW-0346_0","2014","<a href=""JavaScript: newWindow = report305b('IA 02-IOW-0346_0'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('IA 02-IOW-0346_0'); newWindow.focus()"">Map Assessed Water</a>","NOT_ASSESSED","Sheldon Creek","RIVER",".9","MILES","STREAM/CREEK/RIVER","mouth (S19, T90N, R22W, Franklin Co.)  to N/S road crossing in N 1/2, S24, T90N, R23W, Wright Co.","-","-","-","-","Y","N","-"
"IA","7","IA 02-IOW-0348_0","2014","<a href=""JavaScript: newWindow = report305b('IA 02-IOW-0348_0'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('IA 02-IOW-0348_0'); newWindow.focus()"">Map Assessed Water</a>","NOT_ASSESSED","Unnamed Creek (aka D.d. 32)","RIVER",".6","MILES","STREAM/CREEK/RIVER","mouth (SE 1/4, S30, T91N, R22W, Franklin Co.) to confluence with unnamed tributary in NW 1/4, S29, T91N, R22W, Franklin Co.","-","-","-","-","Y","N","-"
"IA","7","IA 01-TRK-0094_0","2014","<a href=""JavaScript: newWindow = report305b('IA 01-TRK-0094_0'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","IMPAIRED","Unnamed Tributary to Tetes Des Morts Creek","RIVER","2.2","MILES","STREAM/CREEK/RIVER","from mouth (NW 1/4, S 18, T87N R4E, Jackson Co.) to headwaters (T87N R4E Sec30, Jackson Co.)","-","-","-","-","Y","Y","-"
"IA","7","IA 01-TRK-0123_0","2014","<a href=""JavaScript: newWindow = report305b('IA 01-TRK-0123_0'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('IA 01-TRK-0123_0'); newWindow.focus()"">Map Assessed Water</a>","IMPAIRED","Middle Fork Catfish Creek","RIVER","3.9","MILES","STREAM/CREEK/RIVER","from Seippel Road (W line, S30, T89N, R2E, Dubuque Co.) to headwaters in SW1/4, S27, T89N, R1E, Dubuque Co.","-","-","-","-","Y","Y","-"
"IA","7","IA 01-TRK-0125_0","2014","<a href=""JavaScript: newWindow = report305b('IA 01-TRK-0125_0'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('IA 01-TRK-0125_0'); newWindow.focus()"">Map Assessed Water</a>","IMPAIRED","North Fork Catfish Creek","RIVER",".7","MILES","STREAM/CREEK/RIVER","mouth (NE1/4, S34, T89N, R2E, Dubuque Co.) to Hwy 20 bridge crossing in S27, T89N, R2E, Dubuque Co.","-","-","-","-","Y","Y","-"
"IA","7","IA 01-TRK-02245-L_0","2014","<a href=""JavaScript: newWindow = report305b('IA 01-TRK-02245-L_0'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('IA 01-TRK-02245-L_0'); newWindow.focus()"">Map Assessed Water</a>","IMPAIRED","Lake Meyer","LAKE","37","ACRES","LAKE/RESERVOIR/POND","Winneshiek County, S34,T97N,R9W, 3 mi SW of Calmar.","-","-","-","-","Y","Y","-"
"IA","7","IA 01-TRK-0235_0","2014","<a href=""JavaScript: newWindow = report305b('IA 01-TRK-0235_0'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('IA 01-TRK-0235_0'); newWindow.focus()"">Map Assessed Water</a>","NOT_ASSESSED","Unnamed Creek (aka Cherry Valley Cr.)","RIVER","1.9","MILES","STREAM/CREEK/RIVER","mouth (S16, T91N, R2W, Clayton Co.) to confluence with unnamed tributary (aka Hog Hollow) in S22, T91N, R2W, Clayton Co.","-","-","-","-","Y","N","-"
"IA","7","IA 01-TRK-0255_0","2014","<a href=""JavaScript: newWindow = report305b('IA 01-TRK-0255_0'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('IA 01-TRK-0255_0'); newWindow.focus()"">Map Assessed Water</a>","NOT_ASSESSED","Ram Hollow","RIVER",".7","MILES","STREAM/CREEK/RIVER","mouth (S11, T90N, R3W, Delaware Co.) to spring source in S10, T90N, R3W, Delaware Co.","-","-","-","-","Y","N","-"
"IA","7","IA 02-ICD-0050_1","2014","<a href=""JavaScript: newWindow = report305b('IA 02-ICD-0050_1'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('IA 02-ICD-0050_1'); newWindow.focus()"">Map Assessed Water</a>","NOT_ASSESSED","Ziegler Slough","RIVER","4.5","MILES","STREAM/CREEK/RIVER","mouth (S33, T73N, R1W, Louisa Co.) to confluence with unnamed tributary at S line, S17, T73N, R1W, Louisa Co.","-","-","-","-","Y","N","-"
"IA","7","IA 02-ICD-0060-L_0","2014","<a href=""JavaScript: newWindow = report305b('IA 02-ICD-0060-L_0'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","NOT_ASSESSED","West Lake (Burlington)","LAKE","5.7","ACRES","LAKE/RESERVOIR/POND","NW Burlington, Near West Burlington Ave (T70N R3W Sec25)","-","-","-","-","Y","N","-"
"IA","7","IA 02-IOW-00595-L_0","2014","<a href=""JavaScript: newWindow = report305b('IA 02-IOW-00595-L_0'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('IA 02-IOW-00595-L_0'); newWindow.focus()"">Map Assessed Water</a>","NOT_ASSESSED","Holiday Lake","LAKE","122","ACRES","LAKE/RESERVOIR/POND","Poweshiek County, S23,T81N,R14W, 5 mi N of Brooklyn.","-","-","-","-","Y","N","-"
"IA","7","IA 02-IOW-00905_2","2014","<a href=""JavaScript: newWindow = report305b('IA 02-IOW-00905_2'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('IA 02-IOW-00905_2'); newWindow.focus()"">Map Assessed Water</a>","NOT_ASSESSED","Big Slough Creek","RIVER","8.5","MILES","STREAM/CREEK/RIVER","from the Louisa/Washington county line (S7, T74N, R5W, Louisa Co.) to headwaters in S25, T75N, R7W, Washington Co.","-","-","-","-","Y","N","-"
"IA","7","IA 02-IOW-0098_0","2014","<a href=""JavaScript: newWindow = report305b('IA 02-IOW-0098_0'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('IA 02-IOW-0098_0'); newWindow.focus()"">Map Assessed Water</a>","IMPAIRED","Prairie Creek","RIVER","5.8","MILES","STREAM/CREEK/RIVER","mouth (S31, T77N, R5W, Johnson Co.) to the Lone Tree wastewater treatment plant outfall (NE1/4, S16, T77N, R5W, Johnson Co.)","-","-","-","-","Y","Y","-"
"IA","7","IA 02-IOW-0100_1","2014","<a href=""JavaScript: newWindow = report305b('IA 02-IOW-0100_1'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('IA 02-IOW-0100_1'); newWindow.focus()"">Map Assessed Water</a>","IMPAIRED","English River","RIVER","18.9","MILES","STREAM/CREEK/RIVER","mouth (S12, T77N, R6W, Washington Co.) to confluence with Ramsey Cr. in S14, T77N, R8W, Washington Co.","-","-","-","-","Y","Y","-"
"IA","7","IA 02-IOW-01005-L_0","2014","<a href=""JavaScript: newWindow = report305b('IA 02-IOW-01005-L_0'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","NOT_ASSESSED","Iowa Township Pond","LAKE","1","ACRES","LAKE/RESERVOIR/POND","Washington County, S7,T77N,R6W, 0.5 mi N of Riverside.","-","-","-","-","Y","N","-"
"IA","7","IA 02-IOW-0140_2","2014","<a href=""JavaScript: newWindow = report305b('IA 02-IOW-0140_2'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('IA 02-IOW-0140_2'); newWindow.focus()"">Map Assessed Water</a>","NOT_ASSESSED","South English River","RIVER","13.7","MILES","STREAM/CREEK/RIVER","from confluence with unnamed tributary (NE 1/4, S20, T77N, R11W, Keokuk Co.) to confluence with unnamed tributary in E 1/2, S9, T77N, R13W, Keokuk Co.","-","-","-","-","Y","N","-"
"IA","7","IA 02-CED-0543_0","2014","<a href=""JavaScript: newWindow = report305b('IA 02-CED-0543_0'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('IA 02-CED-0543_0'); newWindow.focus()"">Map Assessed Water</a>","NOT_ASSESSED","Deer Creek","RIVER","4.9","MILES","STREAM/CREEK/RIVER","from confluence with unnamed tributary at the east line, S28, T100N, R19W, Worth Co.) to the Iowa/Minnesota state line (north line, S7, T100N, R19W, Worth Co.","-","-","-","-","Y","N","-"
"IA","7","IA 02-ICD-0005_2","2014","<a href=""JavaScript: newWindow = report305b('IA 02-ICD-0005_2'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('IA 02-ICD-0005_2'); newWindow.focus()"">Map Assessed Water</a>","NOT_ASSESSED","Brush Creek","RIVER","5.9","MILES","STREAM/CREEK/RIVER","from Highway 61 crossing (S35, T69N, R3W, Des Moines Co.) to road crossing in S8, T69N, R3W, Des Moines Co.","-","-","-","-","Y","N","-"
"IA","7","IA 02-CED-04120-L_0","2014","<a href=""JavaScript: newWindow = report305b('IA 02-CED-04120-L_0'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","NOT_ASSESSED","Aplington Pits","LAKE","5","ACRES","LAKE/RESERVOIR/POND","Butler County, S20,T90N,R17W, near Aplington","-","-","-","-","Y","N","-"
"IA","7","IA 02-CED-0450_0","2014","<a href=""JavaScript: newWindow = report305b('IA 02-CED-0450_0'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('IA 02-CED-0450_0'); newWindow.focus()"">Map Assessed Water</a>","NOT_ASSESSED","Horton Creek (aka Twomile Cr.)","RIVER","3","MILES","STREAM/CREEK/RIVER","from mouth (S33, T93N, R14W, Bremer Co.) to Highway 188 at N line of S27, T93N, R14W, Bremer Co. (reach designated as B(w) prior to 1990).","-","-","-","-","Y","N","-"
"IA","7","IA 02-SHL-0030_0","2014","<a href=""JavaScript: newWindow = report305b('IA 02-SHL-0030_0'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('IA 02-SHL-0030_0'); newWindow.focus()"">Map Assessed Water</a>","NOT_ASSESSED","Elk Creek","RIVER","11.6","MILES","STREAM/CREEK/RIVER","mouth to east line of S13, T99N, R22W, Worth Co.","-","-","-","-","Y","N","-"
"IA","7","IA 02-WFC-0030_0","2014","<a href=""JavaScript: newWindow = report305b('IA 02-WFC-0030_0'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('IA 02-WFC-0030_0'); newWindow.focus()"">Map Assessed Water</a>","NOT_ASSESSED","West Fork Cedar River","RIVER","18.1","MILES","STREAM/CREEK/RIVER","from confluence with Hartgraves Cr. to confluence of Bailey and Beaverdam creeks in NE 1/4, S19, T93N, R19W, Franklin Co.","-","-","-","-","Y","N","-"
"IA","7","IA 02-WFC-0033_1","2014","<a href=""JavaScript: newWindow = report305b('IA 02-WFC-0033_1'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('IA 02-WFC-0033_1'); newWindow.focus()"">Map Assessed Water</a>","NOT_ASSESSED","Feddeke Creek","RIVER","5.4","MILES","STREAM/CREEK/RIVER","mouth (NE 1/4, S33, T91N, R16W, Butler Co.) to confluence with unnamed tributary in NW 1/4, SW 1/4, S5, T91N, R16W, Butler Co.","-","-","-","-","Y","N","-"
"IA","7","IA 02-WFC-0050_0","2014","<a href=""JavaScript: newWindow = report305b('IA 02-WFC-0050_0'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('IA 02-WFC-0050_0'); newWindow.focus()"">Map Assessed Water</a>","NOT_ASSESSED","Boylan Creek","RIVER","9.3","MILES","STREAM/CREEK/RIVER","mouth to trib S31,T93N,R18W Butler Co.","-","-","-","-","Y","N","-"
"IA","7","IA 02-WFC-0145_0","2014","<a href=""JavaScript: newWindow = report305b('IA 02-WFC-0145_0'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","NOT_ASSESSED","Unnamed Tributary to West Fork Cedar River","RIVER","4.1","MILES","STREAM/CREEK/RIVER","from mouth (SE1/4, S28, T93N, R19W, Franklin Co.) to headwaters in NE1/4, S7, T92N, R19W, Franklin Co.","-","-","-","-","Y","N","-"
"IA","7","IA 02-WIN-0020_2","2014","<a href=""JavaScript: newWindow = report305b('IA 02-WIN-0020_2'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('IA 02-WIN-0020_2'); newWindow.focus()"">Map Assessed Water</a>","IMPAIRED","Winnebago River","RIVER","14.7","MILES","STREAM/CREEK/RIVER","from confluence with Pike Run (S25, T99N, R24W, Winnebago Co.) to the Iowa/Minnesota state line","-","-","-","-","Y","Y","-"
"IA","7","IA 02-IOW-01702_0","2014","<a href=""JavaScript: newWindow = report305b('IA 02-IOW-01702_0'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","NOT_ASSESSED","South Hoosier Creek","RIVER","7.7","MILES","STREAM/CREEK/RIVER","from confluence with Hoosier Creek (S25, T82N, R7W, Linn Co.) to headwaters in SW1/4, S30, T82N, R7W, Linn Co.","-","-","-","-","Y","N","-"
"IA","7","IA 02-IOW-01810-L_0","2014","<a href=""JavaScript: newWindow = report305b('IA 02-IOW-01810-L_0'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('IA 02-IOW-01810-L_0'); newWindow.focus()"">Map Assessed Water</a>","IMPAIRED","Hannen Lake","LAKE","38","ACRES","LAKE/RESERVOIR/POND","Benton County, S34,T82N,R11W, 4 mi SW of Blairstown.","-","-","-","-","Y","Y","-"
"IA","7","IA 06-LSR-02857-L_0","2014","<a href=""JavaScript: newWindow = report305b('IA 06-LSR-02857-L_0'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","GOOD","East Hottes Lake","WETLAND","70","ACRES","WETLAND","Along west shore of Big Spirit Lake in NW1/4, Sec. 17, T100N, R36W, Dickinson Co.","-","-","-","-","Y","Y","-"
"IA","7","IA 06-LSR-02885-L_0","2014","<a href=""JavaScript: newWindow = report305b('IA 06-LSR-02885-L_0'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('IA 06-LSR-02885-L_0'); newWindow.focus()"">Map Assessed Water</a>","GOOD","Sandbar Slough","WETLAND","30","ACRES","WETLAND","Dickinson County, S14,T100N,R36W, 4 mi NE of Orleans.","-","-","-","-","Y","Y","-"
